"lon.half","lat.half","R","year.exclude","year.range","objective","month","depth","tres.cor","month.slide"
131.5,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,38.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,40.5,-0.466,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,42.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,43,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
131.5,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,25.5,-0.455,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,26,-0.473,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,38.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,40.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,42.5,0.425,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,43,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,25.5,-0.44,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,26,-0.446,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,38.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,40.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,42.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,43,0.436,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
132.5,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,25.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,26,-0.42,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,38.5,-0.437,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,40.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,42.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,43,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,25.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,26,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,38.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,40.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,42.5,0.436,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,43,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
133.5,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,25.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,26,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,32,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,32.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,33,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,33.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,34,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,34.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,35,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,35.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,36,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,36.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,37,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,37.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,38,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,38.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,39,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,39.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,40,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,40.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,41,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,41.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,42,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,42.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,43,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,43.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134,44,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,25,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,25.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,26,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,26.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,27,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,27.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,28,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,28.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,29,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,29.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,30,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,30.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,31,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
134.5,31.5,NA,"2009,2015","2000~2018","Buri_rate.toyama.bay_month1-6_2000~2018",12,1,0.1,0
